Jabatan,Kode Unit,Judul Unit,Elemen Kompetensi,Kriteria Unjuk Kerja (KUK),,,,,
Layanan Pelanggan,M.70KMP00.022.1,Memberikan Layanan Pelanggan,Mengidentifikasi kebutuhan pelanggan dan Menyediakan solusi layanan.,1.1 Keluhan atau pertanyaan pelanggan diterima dengan empati. 1.2 Masalah pelanggan dianalisis untuk menentukan solusi tepat. 2.1 Bantuan diberikan sesuai standar pelayanan organisasi. 2.2 Kepuasan pelanggan setelah pemberian solusi dipastikan.,,,,,
Pemasaran Digital,M.70KMP00.023.1,Mengelola Konten Media Sosial,Merencanakan konten media sosial dan Mengunggah dan memantau konten.,1.1 Ide konten kreatif dikembangkan sesuai citra merek. 1.2 Kalender editorial konten disusun untuk konsistensi. 2.1 Konten diunggah pada jam tayang optimal. 2.2 Interaksi dengan pengikut (follower) dikelola secara proaktif.,,,,,
Operasional Sales,M.70KMP00.024.1,Melakukan Presentasi Penjualan,Mempersiapkan bahan presentasi dan Melakukan teknik persuasi penjualan.,1.1 Proposal dan alat peraga disiapkan sesuai profil calon pembeli. 1.2 Manfaat produk disusun untuk menjawab keraguan pelanggan. 2.1 Presentasi dibawakan dengan komunikasi yang meyakinkan. 2.2 Keberatan calon pembeli ditangani dengan teknik negosiasi.,,,,,
Analis Pasar,M.70KMP00.025.1,Melakukan Pemantauan Harga Pasar,Mengumpulkan data harga pesaing dan Menganalisis posisi harga.,1.1 Daftar harga produk sejenis dari kompetitor dikumpulkan secara berkala. 1.2 Skema diskon dan promosi pesaing diidentifikasi. 2.1 Perbandingan harga dilakukan untuk menentukan daya saing. 2.2 Rekomendasi penyesuaian harga diajukan kepada manajemen.,,,,,
Promosi,M.70KMP00.026.1,Mengelola Program Promosi Penjualan,Merancang mekanisme promosi dan Mengevaluasi hasil promosi.,"1.1 Bentuk promosi (potongan harga, hadiah, dll) ditentukan. 1.2 Aturan main program promosi disusun secara jelas. 2.1 Peningkatan volume penjualan selama masa promosi dihitung. 2.2 Efektivitas biaya promosi dibandingkan dengan pendapatan dianalisis.",,,,,
Sales Admin,M.70KMP00.027.1,Mengelola Administrasi Penjualan,Memproses pesanan pelanggan dan Mendokumentasikan data penjualan.,1.1 Pesanan masuk divalidasi ketersediaan stoknya. 1.2 Faktur dan dokumen pengiriman diterbitkan secara akurat. 2.1 Laporan harian penjualan disusun secara sistematis. 2.2 Arsip transaksi pelanggan dikelola sesuai prosedur keamanan data.,,,,,
Account Manager,M.70KMP00.028.1,Mempertahankan Klien Strategis,Melakukan kunjungan rutin kepada klien dan Mengidentifikasi peluang pengembangan bisnis.,1.1 Jadwal kunjungan (courtesy call) dilaksanakan secara berkala. 1.2 Keluhan klien strategis ditangani dengan prioritas tinggi. 2.1 Kebutuhan tambahan dari klien diidentifikasi untuk penawaran baru (upselling). 2.2 Hubungan jangka panjang dijaga melalui program apresiasi.,,,,,
Pemasaran Digital,M.70KMP00.029.1,Mengelola Iklan Berbayar Daring,Mengatur kampanye iklan dan Mengoptimasi kinerja iklan.,"1.1 Target audiens iklan ditentukan berdasarkan minat dan demografi. 1.2 Anggaran iklan dialokasikan pada kanal digital terpilih. 2.1 Metrik performa (CTR, CPC, ROI) dipantau secara harian. 2.2 Strategi penawaran (bidding) disesuaikan untuk hasil maksimal.",,,,,
Analis Pemasaran,M.70KMP00.030.1,Melakukan Analisis Segmentasi Pasar,Mengelompokkan basis pelanggan dan Menentukan segmen prioritas.,1.1 Pelanggan dikategorikan berdasarkan aspek geografis dan psikografis. 1.2 Profil setiap segmen pasar diuraikan secara mendalam. 2.1 Potensi pertumbuhan setiap segmen dievaluasi. 2.2 Segmen pasar yang paling menguntungkan dipilih sebagai fokus utama.,,,,,
Operasional Pemasaran,M.70KMP00.031.1,Mengoordinasikan Aktivitas Aktivasi Merek,Menyiapkan logistik acara aktivasi dan Mengawasi pelaksanaan aktivasi.,1.1 Lokasi dan perlengkapan acara disiapkan sesuai konsep. 1.2 Personel pendukung (SPG/Promotor) diberikan arahan kerja. 2.1 Alur interaksi konsumen dengan merek dipantau di lapangan. 2.2 Data perolehan calon pelanggan (leads) dikumpulkan selama acara.,,,,,
Manajer Pemasaran,M.70KMP00.032.1,Mencapai Target Penjualan,Memantau progres pencapaian target dan Mengambil tindakan perbaikan.,1.1 Realisasi penjualan dibandingkan terhadap target secara periodik. 1.2 Faktor penghambat pencapaian target diidentifikasi. 2.1 Strategi taktis darurat diterapkan untuk menutup kekurangan target. 2.2 Sumber daya tim dioptimalkan untuk mencapai sasaran akhir periode.,,,,,
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Mendefinisikan masalah,1.1 Masalah yang akan diselesaikan diidentifikasi. 1.2 Masalah diuraikan menjadi komponen-komponen kecil. 1.3 Kebutuhan input dan output ditentukan.,,,,,
Programmer,TIK.PR01.001.01,Membuat Algoritma Pemrograman Dasar,Membuat alur logika (flowchart),2.1 Simbol-simbol alur data digunakan sesuai standar. 2.2 Logika penyelesaian masalah disusun secara urut dan logis. 2.3 Algoritma diuji coba secara kering (dry run).,,,,,
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menentukan struktur data,"1.1 Jenis data (integer, string, array, dll) dipilih sesuai kebutuhan. 1.2 Struktur data majemuk (stack, queue, tree) ditentukan jika diperlukan.",,,,,
Programmer,TIK.PR02.001.01,Menggunakan Struktur Data,Menerapkan operasi struktur data,"2.1 Operasi dasar (insert, delete, update) dilakukan pada struktur data. 2.2 Efisiensi penggunaan memori diperhitungkan.",,,,,
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menyiapkan lingkungan pengembangan,1.1 Perangkat lunak editor dan compiler disiapkan. 1.2 Library yang dibutuhkan diidentifikasi dan dikonfigurasi.,,,,,
Programmer,TIK.PR02.002.01,Membuat Program Dasar,Menulis kode program,"2.1 Sintaks bahasa pemrograman diikuti dengan benar. 2.2 Struktur kontrol (if-else, looping) diterapkan. 2.3 Komentar ditambahkan pada bagian kode yang kompleks.",,,,,
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Membuat rencana pengujian unit,1.1 Komponen program yang akan diuji ditentukan. 1.2 Data uji (test data) disiapkan untuk kasus normal dan ekstrim.,,,,,
Programmer,TIK.PR02.003.01,Melaksanakan Pengujian Unit Program,Mengeksekusi pengujian,2.1 Kesalahan sintaks dan logika diperbaiki. 2.2 Hasil pengujian dibandingkan dengan spesifikasi teknis. 2.3 Laporan hasil pengujian unit didokumentasikan.,,,,,
System Analyst,TIK.PR02.005.01,Melakukan Identifikasi Library Komponen,Mengidentifikasi fungsi library,1.1 Kebutuhan fungsional aplikasi dipetakan. 1.2 Library yang tersedia secara open source atau komersial dievaluasi kesesuaiannya.,,,,,
System Analyst,TIK.PR02.005.01,Melakukan Identifikasi Library Komponen,Mengintegrasikan library ke dalam sistem,2.1 API library dipelajari cara penggunaannya. 2.2 Komponen library dipastikan tidak konflik dengan modul yang sudah ada.,,,,,
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Merancang skema database,"1.1 Entitas dan atribut diidentifikasi. 1.2 Relasi antar tabel ditentukan (one-to-many, many-to-many). 1.3 Normalisasi database dilakukan hingga bentuk tertentu.",,,,,
Database Dev,TIK.PR02.008.01,Membuat Struktur Database,Mengimplementasikan database,2.1 Perintah DDL (Data Definition Language) dijalankan. 2.2 Indeks dan kunci utama (primary key) ditetapkan pada tabel.,,,,,
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Menerapkan konsep OOP,"1.1 Class dan Object diidentifikasi dari spesifikasi. 1.2 Prinsip enkapsulasi, pewarisan (inheritance), dan polimorfisme diimplementasikan.",,,,,
Programmer,TIK.PR02.010.1,Menulis Program Lanjut,Mengelola penanganan kesalahan (Exception Handling),2.1 Blok try-catch digunakan untuk menangani error saat runtime. 2.2 Pesan kesalahan dibuat informatif bagi pengguna.,,,,,
Web Developer,TIK.PR02.015.01,Membuat Halaman Statis Web,Merancang tata letak (layout),1.1 Struktur navigasi web ditentukan. 1.2 Elemen HTML digunakan sesuai semantik.,,,,,
Web Developer,TIK.PR02.015.01,Membuat Halaman Statis Web,Menerapkan desain visual dengan CSS,"2.1 Properti gaya (warna, font, spacing) diterapkan. 2.2 Layout dibuat responsif untuk berbagai ukuran layar.",,,,,
Programmer,TIK.PR02.020.01,Melakukan Debugging,Mencari sumber kesalahan,1.1 Alat bantu debugger dioperasikan. 1.2 Nilai variabel dipantau pada setiap langkah eksekusi (step-over).,,,,,
Programmer,TIK.PR02.020.01,Melakukan Debugging,Memperbaiki bug,2.1 Kode penyebab error dimodifikasi. 2.2 Program diuji kembali untuk memastikan tidak ada efek samping (regression).,,,,,
Documentator,TIK.PR02.022.01,Membuat Dokumentasi Kode Program,Menyusun manual teknis,1.1 Penjelasan alur program dibuat secara sistematis. 1.2 Diagram kelas dan diagram urutan disertakan dalam dokumen.,,,,,
Security Prog.,TIK.PR02.025.01,Menerapkan Keamanan Kode Program,Melakukan validasi input,1.1 Filter diterapkan pada data yang dimasukkan pengguna. 1.2 Teknik pencegahan SQL Injection dan XSS diimplementasikan pada kode.,,,,,
System Analyst,TIK.PR02.021.01,Membuat Desain Sistem,Merancang arsitektur aplikasi,1.1 Model data dan alur kerja sistem didefinisikan. 1.2 Komponen utama sistem dan interaksinya dipetakan dalam diagram.,,,,,
Programmer,TIK.PR03.001.01,Mengelola Konfigurasi Perangkat Lunak,Menggunakan sistem kontrol versi (Git/SVN),1.1 Repositori kode program dibuat dan dikonfigurasi. 1.2 Perubahan kode (commit) dicatat dengan pesan yang jelas. 1.3 Konflik penggabungan kode (merge) diselesaikan.,,,,,
UI/UX Designer,TIK.PR02.016.01,Membuat Antarmuka Pengguna (GUI),Merancang elemen visual antarmuka,"1.1 Komponen input (form, button) diletakkan sesuai prinsip kegunaan. 1.2 Konsistensi warna dan tipografi dijaga di seluruh layar aplikasi.",,,,,
Mobile Dev,TIK.PR02.011.01,Membuat Program Perangkat Bergerak,Mengonfigurasi SDK Mobile,1.1 Lingkungan pengembangan (Android/iOS) disiapkan. 1.2 Emulator atau perangkat fisik dihubungkan untuk pengujian.,,,,,
Mobile Dev,TIK.PR02.011.01,Membuat Program Perangkat Bergerak,Mengimplementasikan fitur mobile,2.1 Sensor perangkat (GPS/Kamera) diintegrasikan ke aplikasi. 2.2 Konsumsi daya dan memori dioptimasi untuk perangkat mobile.,,,,,
Programmer,TIK.PR02.023.01,Melakukan Instalasi Program,Menyiapkan paket instalasi (Deployment),1.1 File eksekusi dan dependensi dikemas dalam installer. 1.2 Prosedur instalasi dan konfigurasi sistem didokumentasikan.,,,,,
Programmer,TIK.PR02.024.01,Memberikan Dukungan Teknis,Menangani keluhan operasional,1.1 Laporan bug dari pengguna diidentifikasi tingkat kritisnya. 1.2 Bantuan teknis diberikan melalui panduan atau remote akses.,,,,,
DB Admin,TIK.PR02.009.01,Mengoptimalkan Query Database,Melakukan tuning query SQL,1.1 Perintah SQL yang lambat diidentifikasi melalui profiling. 1.2 Penggunaan join dan subquery dioptimalkan untuk kecepatan akses data.,,,,,
Security Prog.,TIK.PR02.026.01,Menerapkan Enkripsi Data,Mengimplementasikan algoritma kriptografi,1.1 Data sensitif (password/pin) diacak menggunakan fungsi hash. 1.2 Pengiriman data antar sistem diamankan dengan protokol enkripsi.,,,,,
Integrator,TIK.PR02.018.01,Membuat Konektivitas Antar Sistem,Mengonsumsi Web Service / API,1.1 Format data (JSON/XML) diparsing ke dalam objek program. 1.2 Otentikasi API (API Key/Token) diterapkan pada permintaan data.,,,,,
Web Developer,TIK.PR02.019.01,Membuat Skrip Sisi Server (Backend),Mengelola sesi dan cookie,1.1 Autentikasi pengguna dikelola menggunakan session server. 1.2 Data preferensi pengguna disimpan dalam cookie secara aman.,,,,,
Software Architect,TIK.PR04.001.01,Mengevaluasi Teknologi Pemrograman,Melakukan studi banding teknologi,1.1 Kelebihan dan kekurangan framework baru dianalisis. 1.2 Rekomendasi penggunaan teknologi diberikan berdasarkan kebutuhan proyek.,,,,,
Tester,TIK.PR02.004.01,Melaksanakan Pengujian Integrasi,Menguji interaksi antar modul,1.1 Aliran data antar komponen dipastikan tidak terputus. 1.2 Skenario pengujian end-to-end dijalankan pada lingkungan staging.,,,,,
Programmer,TIK.PR01.002.01,Menerapkan Etika Profesi Programmer,Menghargai Hak Kekayaan Intelektual (HKI),1.1 Lisensi perangkat lunak pihak ketiga dipatuhi. 1.2 Kode sumber milik organisasi dijaga kerahasiaannya.,,,,,
DevOps,TIK.PR03.002.01,Mengelola Lingkungan Pengujian,Menyiapkan server simulasi,1.1 Konfigurasi server staging dibuat menyerupai server produksi. 1.2 Automasi deployment (CI/CD) diterapkan untuk efisiensi pengujian.,,,,,
Analyst,TIK.PR02.006.01,Mendefinisikan Spesifikasi Program,Menerjemahkan kebutuhan bisnis ke teknis,1.1 Use case diagram dan aktivitas diagram dibuat. 1.2 Batasan sistem dan performa didefinisikan secara kuantitatif.,,,,,
Data Analyst,TIK.PR02.007.01,Membuat Laporan Data,Merancang format laporan (Reporting),1.1 Query penarikan data untuk laporan disusun. 1.2 Visualisasi data (tabel/grafik) ditampilkan sesuai kebutuhan manajerial.,,,,,
Programmer,TIK.PR02.012.01,Menggunakan Framework Pemrograman,Menginstalasi framework,1.1 Struktur folder framework dipelajari. 1.2 Konfigurasi dasar (database/routing) diatur sesuai standar framework.,,,,,
Programmer,TIK.PR02.013.01,Melakukan Refactoring Kode,Memperbaiki struktur kode,1.1 Kode yang redundan dihapus atau digabung. 1.2 Keterbacaan kode ditingkatkan tanpa mengubah fungsi utama.,,,,,
Integrator,TIK.PR02.014.01,Mengintegrasikan Sistem Database,Melakukan sinkronisasi data,1.1 Transfer data antar database berbeda platform dilakukan. 1.2 Konsistensi data dijaga selama proses migrasi atau integrasi.,,,,,
Analyst,TIK.PR02.017.01,Membuat Prototype Aplikasi,Membuat wireframe fungsional,1.1 Sketsa antarmuka tanpa fungsi backend dibuat untuk demo. 1.2 Feedback dari calon pengguna dikumpulkan untuk perbaikan desain.,,,,,
Programmer,TIK.PR05.001.01,Melakukan Pemeliharaan Sistem,Melakukan patching berkala,1.1 Update keamanan diterapkan pada sistem yang berjalan. 1.2 Log sistem diperiksa secara rutin untuk mendeteksi potensi kegagalan.,,,,,
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Menyiapkan data harapan dan kebutuhan pemangku kepentingan ,"Pemangku kepentingan diidentifikasi untuk memahami nilai-nilai, harapan, karakteristik, dan kebutuhan penyelenggara SPAM. Nilai-nilai dan kebutuhan tersebut dijaring dengan metode pendekatan yang sesuai.",,,,,
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Menganalisis aspirasi pemangku kepentingan ,Data hasil penjaringan diklasifikasi dan dianalisis sesuai dengan kebutuhan rencana bisnis.,,,,,
Pengembangan Bisnis,E.360034.001.01,Mengevaluasi Aspirasi Pemangku Kepentingan,Membuat laporan evaluasi ,"Laporan evaluasi dicatat dalam formulir, disusun, dan diarsipkan sesuai dengan POS.",,,,,
Pengembangan Bisnis,E.360034.010.01,Menetapkan Sasaran Rencana Bisnis,Mengidentifikasi sasaran rencana bisnis ,"Sasaran rencana bisnis diidentifikasi dan diklasifikasikan sesuai dengan visi, misi, dan tujuan organisasi.",,,,,
Keuangan,E.360034.014.01,Melakukan Analisis Rasio Keuangan,Menyiapkan data analisis rasio keuangan ,Data proyeksi keuangan dan laporan keuangan disiapkan serta diidentifikasi sesuai dengan kebutuhan dan POS.,,,,,
Keuangan,E.360034.014.01,Melakukan Analisis Rasio Keuangan,Menghitung analisis rasio keuangan ,Data hasil identifikasi dihitung dan dianalisis sesuai dengan peraturan yang berlaku.,,,,,
Keuangan,E.360034.014.01,Melakukan Analisis Rasio Keuangan,Membuat laporan analisis rasio keuangan ,"Laporan dicatat dalam formulir, disusun, direkomendasikan kepada pihak berwenang, dan diarsipkan sesuai POS.",,,,,
Keuangan,E.360035.005.01,Menghitung Beban Operasional dan Non Operasional,Menyiapkan data beban ,Data beban operasional dan non-operasional disiapkan dan divalidasi sesuai dengan kebutuhan pelaporan keuangan.,,,,,
Keuangan,E.360032.028.01,Melakukan Evaluasi Beban Usaha,Menyiapkan data beban usaha ,Data beban usaha disiapkan dan diidentifikasi sesuai dengan kebutuhan evaluasi.,,,,,
Keuangan,E.360032.028.01,Melakukan Evaluasi Beban Usaha,Menganalisis data beban usaha ,Hasil identifikasi beban usaha dianalisis dan dievaluasi sesuai dengan prosedur operasional standar (POS).,,,,,
Keuangan,E.360032.028.01,Melakukan Evaluasi Beban Usaha,Membuat laporan evaluasi ,"Hasil analisis dicatat dalam formulir laporan, disusun, dan ditindaklanjuti sesuai dengan POS.",,,,,
Keuangan,E.360035.003.01 ,Mengelola Kewajiban Jangka Pendek dan Panjang,Menyiapkan data kewajiban ,"Data kewajiban jangka pendek/panjang, bukti transaksi harian, dan buku besar disiapkan untuk pencatatan transaksi.",,,,,
Keuangan,E.360035.005.01,Menghitung Beban Operasional dan Non Operasional,Melakukan penghitungan beban ,Beban operasional dan non-operasional dihitung secara akurat berdasarkan standar akuntansi yang berlaku.,,,,,
Keuangan,E.360034.013.01,Menyusun Proyeksi Keuangan,Menghitung proyeksi ,Proyeksi keuangan dihitung berdasarkan hasil analisis data historis dan rencana strategis bisnis.,,,,,
Keuangan,E.360035.004.01 ,Menyusun Laporan Keuangan,Menyiapkan draf laporan ,Laporan keuangan disusun sesuai dengan Standar Akuntansi Keuangan untuk Entitas Tanpa Akuntabilitas Publik (SAK ETAP).,,,,,
Keuangan,E.360034.014.01,Melakukan Analisis Rasio Keuangan,Rekomendasi hasil analisis ,Hasil analisis rasio keuangan direkomendasikan kepada pihak berwenang untuk pengambilan keputusan strategis.,,,,,
Keuangan,E.360034.014.01,Melakukan Analisis Rasio Keuangan,Merekomendasikan hasil analisis,Hasil analisis rasio keuangan direkomendasikan kepada pihak berwenang sesuai dengan kebijakan perusahaan dan diarsipkan sesuai POS.,,,,,
Keuangan,E.360035.006.01,Menghitung Biaya Produksi,Menyiapkan data biaya,"Data biaya bahan kimia, energi, dan tenaga kerja produksi disiapkan dan divalidasi sesuai kebutuhan laporan.",,,,,
Keuangan,E.360035.006.01,Menghitung Biaya Produksi,Melakukan kalkulasi biaya,Biaya produksi per meter kubik air dihitung berdasarkan total volume air yang diproduksi dan total beban operasional.,,,,,
Keuangan,E.360035.007.01,Menghitung Biaya Distribusi,Mengidentifikasi komponen biaya,"Biaya pemeliharaan jaringan, energi pompa distribusi, dan kehilangan air (NRW) diidentifikasi sesuai data lapangan.",,,,,
Keuangan,E.360035.008.01,Menghitung Penyusutan Aset,Menentukan masa manfaat aset,Masa manfaat aset tetap SPAM ditentukan berdasarkan kategori aset dan kebijakan akuntansi yang berlaku.,,,,,
Keuangan,E.360035.009.01,Menghitung Profitabilitas,Menganalisis margin laba,Laba kotor dan laba bersih dianalisis terhadap pendapatan usaha untuk menilai efisiensi kinerja keuangan.,,,,,
Keuangan,E.360035.010.01,Menghitung Likuiditas,Menganalisis rasio lancar,Data likuiditas berdasarkan neraca diidentifikasi dan dihitung sesuai standar perhitungan untuk menilai kemampuan bayar jangka pendek.,,,,,
Keuangan,E.360035.010.01,Menghitung Likuiditas,Membuat laporan likuiditas,"Hasil analisis likuiditas dicatat, disusun menjadi laporan, dan dilaporkan kepada pimpinan sesuai POS.",,,,,
Keuangan,E.360035.011.01,Menghitung Solvabilitas,Menilai struktur modal,Rasio hutang terhadap ekuitas dihitung untuk menilai keamanan keuangan jangka panjang penyelenggara SPAM.,,,,,
Keuangan,E.360032.028.01,Melakukan Evaluasi Beban Usaha,Menyiapkan data beban,Data beban usaha disiapkan dan diidentifikasi sesuai kebutuhan evaluasi total beban usaha dalam laporan laba rugi.,,,,,
Keuangan,E.360032.028.01,Melakukan Evaluasi Beban Usaha,Menganalisis dan evaluasi,Hasil identifikasi beban usaha dianalisis dan dievaluasi kelayakannya sesuai dengan prosedur operasional standar (POS).,,,,,
Keuangan,E.360032.028.01,Melakukan Evaluasi Beban Usaha,Melaporkan hasil evaluasi,"Hasil analisis dicatat dalam formulir, disusun menjadi laporan, dan ditindaklanjuti sesuai instruksi manajemen.",,,,,
RPAM,E.360036.001.01,Menentukan Tim RPAM,Mengidentifikasi anggota tim,"Personel dari berbagai departemen (produksi, distribusi, kualitas) diidentifikasi untuk membentuk tim lintas fungsi RPAM.",,,,,
RPAM,E.360036.002.01,Membuat Rantai Pasok SPAM,Mendeskripsikan sistem SPAM,"Seluruh komponen mulai dari sumber air baku, pengolahan, hingga transmisi digambarkan dalam diagram alir rantai pasok.",,,,,
RPAM,E.360036.003.01,Menginvestigasi Risiko,Mengidentifikasi kejadian bahaya,Potensi gangguan pada setiap titik rantai pasok diidentifikasi berdasarkan data kejadian historis dan kondisi lapangan.,,,,,
RPAM,E.360036.003.01,Menginvestigasi Risiko,Menganalisis tingkat risiko,Skor risiko dihitung berdasarkan perkiraan frekuensi kejadian dan tingkat keparahan dampaknya terhadap kualitas air.,,,,,
RPAM,E.360036.004.01,Membuat Daftar Tindakan Pengendalian,Menentukan kontrol risiko,Alternatif tindakan untuk mencegah atau mengurangi risiko bahaya pada sistem SPAM ditentukan sesuai prioritas.,,,,,
RPAM,E.360036.004.01,Membuat Daftar Tindakan Pengendalian,Memvalidasi tindakan,Tindakan pengendalian yang dipilih divalidasi efektivitasnya untuk memastikan risiko dapat ditekan ke level aman.,,,,,
RPAM,E.360036.005.01,Melakukan Reanalisis Risiko,Menilai risiko sisa (residual),Risiko dihitung kembali setelah mempertimbangkan adanya tindakan pengendalian yang sudah berjalan.,,,,,
RPAM,E.360036.006.01,Menentukan Cara Pengawasan,Merancang prosedur monitoring,"Metode, frekuensi, dan tanggung jawab pengawasan terhadap tindakan pengendalian ditetapkan dalam dokumen panduan.",,,,,
RPAM,E.360036.007.01,Pengawasan Progres Pemenuhan,Memantau pelaksanaan rencana,Kemajuan pelaksanaan perbaikan sistem dan pemenuhan standar kualitas dipantau secara berkala.,,,,,
RPAM,E.360036.008.01,Membuat Rencana Perbaikan,Menyusun jadwal upgrade,Rencana teknis dan anggaran untuk perbaikan infrastruktur yang kritis disusun berdasarkan hasil asesmen risiko.,,,,,
RPAM,E.360036.009.01,Melakukan Verifikasi RPAM,Menguji kepatuhan sistem,Verifikasi dilakukan melalui audit internal dan pengujian kualitas air untuk memastikan RPAM berjalan efektif.,,,,,
RPAM,E.360036.010.01,Melakukan Tinjauan Manajemen,Mengevaluasi performa RPAM,Hasil implementasi RPAM dipresentasikan kepada pimpinan puncak untuk mendapatkan arahan perbaikan berkelanjutan.,,,,,
Operasional,E.360036.011.01,Mengelola Dokumentasi RPAM,Mengarsipkan data teknis,"Semua dokumen rencana, hasil monitoring, dan laporan verifikasi dikelola dan disimpan sesuai standar manajemen dokumen.",,,,,
Operasional,E.360034.018.01,Melakukan Pengendalian Rencana Bisnis,Memantau IKK,Data kemajuan indikator kinerja kunci (IKK) disiapkan dan dipantau realisasinya sesuai target dalam rencana bisnis.,,,,,
Operasional,E.360034.018.01,Melakukan Pengendalian Rencana Bisnis,Menilai penerapan program,Setiap unit kerja dipastikan menjalankan program sesuai dengan rencana bisnis yang telah ditetapkan.,,,,,
Manajemen,E.360034.008.01,Mengkaji Kondisi Eksternal,Mengumpulkan data eksternal,"Data regulasi, kondisi sosial ekonomi masyarakat, dan lingkungan sekitar penyelenggara SPAM disiapkan.",,,,,
Manajemen,E.360034.008.01,Mengkaji Kondisi Eksternal,Menganalisis dampak eksternal,Hasil identifikasi kondisi eksternal dianalisis untuk melihat peluang dan ancaman terhadap keberlangsungan SPAM.,,,,,
Keuangan,E.360035.012.01,Menghitung Arus Kas (Cash Flow),Mengidentifikasi arus kas masuk,Pendapatan dari rekening air dan non-air diidentifikasi berdasarkan catatan penerimaan harian.,,,,,
Keuangan,E.360035.012.01,Menghitung Arus Kas (Cash Flow),Menganalisis saldo kas,Aliran kas masuk dan keluar dianalisis untuk memastikan ketersediaan dana operasional setiap periode.,,,,,
Keuangan,E.360035.013.01,Mengevaluasi Piutang Air,Menyiapkan data tunggakan,Daftar piutang pelanggan dan umur piutang disiapkan untuk proses rekonsiliasi.,,,,,
Keuangan,E.360035.013.01,Mengevaluasi Piutang Air,Menganalisis efektivitas penagihan,Rasio penagihan dihitung untuk mengevaluasi kinerja bagian rekening dan penagihan.,,,,,
Pengembangan,E.360034.012.01,Merumuskan Program Rencana Bisnis,Menyiapkan data program,Data hasil sasaran strategis dan estimasi kebutuhan sumber daya disiapkan sesuai kebutuhan pengembangan.,,,,,
Pengembangan,E.360034.012.01,Merumuskan Program Rencana Bisnis,Menyusun draf program,"Program kerja tahunan dan jangka menengah dirumuskan secara detail mencakup waktu, biaya, dan penanggung jawab.",,,,,
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Menyiapkan peralatan dan bahan untuk penulisan kode program,Perangkat lunak editor kode disiapkan sesuai kebutuhan bahasa pemrograman. Dokumentasi spesifikasi teknis dipahami sebagai acuan penulisan kode.,,,,,
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan penulisan kode program,Sintaks bahasa pemrograman diikuti dengan benar. Algoritma dasar diimplementasikan dalam kode. Variabel dan konstanta didefinisikan sesuai standar.,,,,,
Programmer,J.620100.001.1,Menulis Kode Program Secara Dasar,Melakukan pengujian kode program,Kode program dikompilasi atau dijalankan untuk mengecek kesalahan. Logika program dipastikan berjalan sesuai dengan hasil yang diharapkan.,,,,,
Software Architect,J.620100.002.1,Mendesain Struktur Data,Menentukan struktur data yang akan digunakan,"Kebutuhan data diidentifikasi berdasarkan analisis fungsional. Jenis struktur data (array, list, atau tree) dipilih untuk optimasi performa.",,,,,
Software Architect,J.620100.002.1,Mendesain Struktur Data,Menerapkan struktur data dalam program,Struktur data diimplementasikan dalam desain modul. Akses dan manipulasi data dikelola sesuai dengan aturan integritas data.,,,,,
Programmer,J.620100.004.1,Menggunakan Library atau Komponen Pre-existing,Mengidentifikasi library atau komponen yang dibutuhkan,Fungsi library dianalisis kesesuaiannya dengan fitur sistem. Dokumentasi library dipelajari untuk memahami cara integrasi.,,,,,
Programmer,J.620100.004.1,Menggunakan Library atau Komponen Pre-existing,Mengintegrasikan library atau komponen ke dalam perangkat lunak,Library diinstalasi dan dikonfigurasi dalam proyek. Fungsi-fungsi library dipanggil dan diuji integrasinya dengan modul internal.,,,,,
Web Developer,J.620100.005.1,Membuat Halaman Web Statis,Merancang tata letak halaman web,Struktur navigasi dan layout halaman dirancang sesuai desain user interface. Elemen-elemen HTML disusun secara semantik.,,,,,
Web Developer,J.620100.005.1,Membuat Halaman Web Statis,Menerapkan gaya (styling) pada halaman web,Properti tampilan diatur menggunakan CSS. Tampilan dipastikan responsif terhadap berbagai resolusi layar.,,,,,
Web Developer,J.620100.006.1,Membuat Halaman Web Dinamis,Mengelola input dari pengguna,Form input divalidasi pada sisi klien atau server. Data dari pengguna diproses untuk menghasilkan respon yang dinamis.,,,,,
Web Developer,J.620100.006.1,Membuat Halaman Web Dinamis,Mengintegrasikan halaman web dengan basis data,"Koneksi ke basis data dikonfigurasi dengan aman. Operasi CRUD (Create, Read, Update, Delete) diimplementasikan pada halaman web.",,,,,
Database Dev,J.620100.007.1,Membuat Rancangan Basis Data,Melakukan pemodelan data,Entity Relationship Diagram (ERD) digambarkan secara lengkap. Normalisasi basis data dilakukan untuk menghindari redundansi data.,,,,,
Database Dev,J.620100.007.1,Membuat Rancangan Basis Data,Menentukan skema basis data,"Tabel, kolom, dan tipe data ditetapkan. Hubungan kunci utama (primary key) dan kunci tamu (foreign key) ditentukan.",,,,,
